,y,x,osmid,highway,ref,route_ref,geometry
4650819878,1.367733,103.9647429,4650819878,,,,POINT (103.9647429 1.367733)
4650819881,1.3680704,103.9648534,4650819881,,,,POINT (103.9648534 1.3680704)
4652670849,1.3558665,103.9873328,4652670849,,,,POINT (103.9873328 1.3558665)
4652992834,1.3772863,103.9377907,4652992834,,,,POINT (103.9377907 1.3772863)
4652992836,1.3806566,103.9402647,4652992836,,,,POINT (103.9402647 1.3806566)
4653215898,1.3646484,103.9629624,4653215898,,,,POINT (103.9629624 1.3646484)
4653215899,1.3659344,103.9630828,4653215899,,,,POINT (103.9630828 1.3659344)
4653464292,1.3730261,103.9447973,4653464292,,,,POINT (103.9447973 1.3730261)
4653464293,1.3785324,103.9363007,4653464293,,,,POINT (103.9363007 1.3785324)
4653499062,1.3686265,103.964667,4653499062,,,,POINT (103.964667 1.3686265)
4653976013,1.3742517,103.9511421,4653976013,,,,POINT (103.9511421 1.3742517)
4653976014,1.3755676,103.9565241,4653976014,,,,POINT (103.9565241 1.3755676)
4653976019,1.3805096,103.9348052,4653976019,,,,POINT (103.9348052 1.3805096)
4654293013,1.3720303,103.9729465,4654293013,,,,POINT (103.9729465 1.3720303)
4654293014,1.3720954,103.9728583,4654293014,,,,POINT (103.9728583 1.3720954)
4654293015,1.3707986,103.9717423,4654293015,,,,POINT (103.9717423 1.3707986)
4654293016,1.3697589,103.9705166,4654293016,,,,POINT (103.9705166 1.3697589)
4654293017,1.3734225,103.9742872,4654293017,,,,POINT (103.9742872 1.3734225)
4654293019,1.3742592,103.975145,4654293019,,,,POINT (103.975145 1.3742592)
4654293020,1.3741555,103.9752635,4654293020,,,,POINT (103.9752635 1.3741555)
4654293026,1.3736918,103.974803,4654293026,,,,POINT (103.974803 1.3736918)
4654293027,1.3737769,103.974643,4654293027,,,,POINT (103.974643 1.3737769)
4654377526,1.3748167,103.9756675,4654377526,,,,POINT (103.9756675 1.3748167)
4654377527,1.3756721,103.9764681,4654377527,,,,POINT (103.9764681 1.3756721)
4654377528,1.3766039,103.977368,4654377528,,,,POINT (103.977368 1.3766039)
4654377529,1.3772116,103.9779603,4654377529,,,,POINT (103.9779603 1.3772116)
4654377530,1.3773144,103.9780426,4654377530,,,,POINT (103.9780426 1.3773144)
4654377531,1.3776085,103.9782157,4654377531,,,,POINT (103.9782157 1.3776085)
4654377532,1.3778586,103.9783339,4654377532,,,,POINT (103.9783339 1.3778586)
4654377533,1.3781182,103.9784297,4654377533,,,,POINT (103.9784297 1.3781182)
4654377534,1.3784353,103.9784872,4654377534,,,,POINT (103.9784872 1.3784353)
4654377535,1.3787801,103.9785202,4654377535,,,,POINT (103.9785202 1.3787801)
4654377536,1.3793013,103.9785028,4654377536,,,,POINT (103.9785028 1.3793013)
4654377538,1.3804479,103.9784366,4654377538,,,,POINT (103.9784366 1.3804479)
4654377539,1.3815408,103.9783741,4654377539,,,,POINT (103.9783741 1.3815408)
4654377540,1.3819927,103.9783488,4654377540,,,,POINT (103.9783488 1.3819927)
4654377541,1.3827589,103.9783051,4654377541,,,,POINT (103.9783051 1.3827589)
4654377542,1.3841167,103.9782264,4654377542,,,,POINT (103.9782264 1.3841167)
4654377543,1.3845661,103.978222,4654377543,,,,POINT (103.978222 1.3845661)
4654377544,1.384984,103.9782658,4654377544,,,,POINT (103.9782658 1.384984)
4654377545,1.385284,103.978353,4654377545,,,,POINT (103.978353 1.385284)
4654377546,1.3857331,103.9785383,4654377546,,,,POINT (103.9785383 1.3857331)
4654377547,1.386014,103.9787064,4654377547,,,,POINT (103.9787064 1.386014)
4654377548,1.3861959,103.9788363,4654377548,,,,POINT (103.9788363 1.3861959)
4654377549,1.3864546,103.9790737,4654377549,,,,POINT (103.9790737 1.3864546)
4654377550,1.3867994,103.9794835,4654377550,,,,POINT (103.9794835 1.3867994)
4654377551,1.3869909,103.9797719,4654377551,,,,POINT (103.9797719 1.3869909)
4654377552,1.387283,103.9803622,4654377552,,,,POINT (103.9803622 1.387283)
4654377553,1.3875882,103.9811203,4654377553,,,,POINT (103.9811203 1.3875882)
4654377554,1.3877551,103.9816055,4654377554,,,,POINT (103.9816055 1.3877551)
4654377555,1.3878746,103.9819653,4654377555,,,,POINT (103.9819653 1.3878746)
4654377556,1.3879677,103.9825232,4654377556,,,,POINT (103.9825232 1.3879677)
4654377557,1.3879505,103.9829803,4654377557,,,,POINT (103.9829803 1.3879505)
4654377558,1.3878827,103.9839195,4654377558,,,,POINT (103.9839195 1.3878827)
4654377559,1.3878376,103.9842972,4654377559,,,,POINT (103.9842972 1.3878376)
4654377560,1.3876518,103.9860566,4654377560,,,,POINT (103.9860566 1.3876518)
4654377561,1.3875753,103.9869374,4654377561,,,,POINT (103.9869374 1.3875753)
4654377562,1.3871262,103.980023,4654377562,,,,POINT (103.980023 1.3871262)
4654377563,1.3873016,103.9807122,4654377563,,,,POINT (103.9807122 1.3873016)
4654454709,1.3876235,103.981223,4654454709,,,,POINT (103.981223 1.3876235)
4654454710,1.3879619,103.9826455,4654454710,,,,POINT (103.9826455 1.3879619)
4654454712,1.387856,103.9826429,4654454712,,,,POINT (103.9826429 1.387856)
4654454713,1.3875645,103.9872886,4654454713,traffic_signals,,,POINT (103.9872886 1.3875645)
4654454716,1.3874477,103.9874,4654454716,traffic_signals,,,POINT (103.9874 1.3874477)
4654454717,1.3875608,103.9874022,4654454717,traffic_signals,,,POINT (103.9874022 1.3875608)
4654454718,1.3878707,103.9873801,4654454718,,,,POINT (103.9873801 1.3878707)
4654454719,1.3883374,103.9873531,4654454719,,,,POINT (103.9873531 1.3883374)
4654454720,1.3888478,103.9872688,4654454720,,,,POINT (103.9872688 1.3888478)
4654454721,1.3892596,103.9871495,4654454721,,,,POINT (103.9871495 1.3892596)
4654454725,1.3885924,103.9873252,4654454725,,,,POINT (103.9873252 1.3885924)
4654642698,1.3895714,103.987052,4654642698,,,,POINT (103.987052 1.3895714)
4654642701,1.3870069,103.9800762,4654642701,,,,POINT (103.9800762 1.3870069)
4655113701,1.3875707,103.9877513,4655113701,,,,POINT (103.9877513 1.3875707)
4655113702,1.3875877,103.9880023,4655113702,,,,POINT (103.9880023 1.3875877)
4655113703,1.3875983,103.9880539,4655113703,,,,POINT (103.9880539 1.3875983)
4655113704,1.3876668,103.9883208,4655113704,,,,POINT (103.9883208 1.3876668)
4655113705,1.3877056,103.9884381,4655113705,,,,POINT (103.9884381 1.3877056)
4655113706,1.3878488,103.9887248,4655113706,,,,POINT (103.9887248 1.3878488)
4655113707,1.3880123,103.9889914,4655113707,,,,POINT (103.9889914 1.3880123)
4655113708,1.3883032,103.9893504,4655113708,,,,POINT (103.9893504 1.3883032)
4655113709,1.388466,103.9895035,4655113709,,,,POINT (103.9895035 1.388466)
4655113710,1.3886581,103.9896533,4655113710,,,,POINT (103.9896533 1.3886581)
4655113711,1.388873,103.989777,4655113711,,,,POINT (103.989777 1.388873)
4655113712,1.3892291,103.9899164,4655113712,,,,POINT (103.9899164 1.3892291)
4655113713,1.3897,103.9900806,4655113713,,,,POINT (103.9900806 1.3897)
4655113714,1.38996,103.990183,4655113714,,,,POINT (103.990183 1.38996)
4655113715,1.3901945,103.9903325,4655113715,,,,POINT (103.9903325 1.3901945)
4655113716,1.3903556,103.9904813,4655113716,,,,POINT (103.9904813 1.3903556)
4655113717,1.3905104,103.9906812,4655113717,,,,POINT (103.9906812 1.3905104)
4655113718,1.3906465,103.9909494,4655113718,,,,POINT (103.9909494 1.3906465)
4655113719,1.3907155,103.9911774,4655113719,,,,POINT (103.9911774 1.3907155)
4655113720,1.3907377,103.9913417,4655113720,,,,POINT (103.9913417 1.3907377)
4655113721,1.3907474,103.991547,4655113721,,,,POINT (103.991547 1.3907474)
4655113731,1.389721,103.9964446,4655113731,,,,POINT (103.9964446 1.389721)
4655113732,1.3896538,103.9969764,4655113732,,,,POINT (103.9969764 1.3896538)
4655113733,1.3895767,103.9974292,4655113733,,,,POINT (103.9974292 1.3895767)
4655113734,1.3894976,103.9976665,4655113734,,,,POINT (103.9976665 1.3894976)
4655113743,1.3869403,103.9997833,4655113743,,,,POINT (103.9997833 1.3869403)
4655113744,1.3863223,104.00018,4655113744,,,,POINT (104.00018 1.3863223)
4655118382,1.3872486,103.999594,4655118382,,,,POINT (103.999594 1.3872486)
4655118384,1.3864137,104.0001219,4655118384,,,,POINT (104.0001219 1.3864137)
4655118385,1.3863063,103.9997613,4655118385,,,,POINT (103.9997613 1.3863063)
4655118386,1.386371,103.9998112,4655118386,,,,POINT (103.9998112 1.386371)
4655118387,1.3864234,103.9998399,4655118387,,,,POINT (103.9998399 1.3864234)
4655118388,1.3865509,103.9998475,4655118388,,,,POINT (103.9998475 1.3865509)
4655123747,1.3881664,103.9891963,4655123747,,,,POINT (103.9891963 1.3881664)
4655123749,1.3879322,103.9890209,4655123749,,,,POINT (103.9890209 1.3879322)
4655123750,1.3898423,103.9901318,4655123750,,,,POINT (103.9901318 1.3898423)
4655123751,1.3907292,103.9917336,4655123751,,,,POINT (103.9917336 1.3907292)
4655125346,1.3897463,103.9962104,4655125346,,,,POINT (103.9962104 1.3897463)
4655125348,1.3891766,103.9980504,4655125348,,,,POINT (103.9980504 1.3891766)
4655125350,1.3889404,103.9983261,4655125350,,,,POINT (103.9983261 1.3889404)
4655143689,1.3866894,103.9997982,4655143689,,,,POINT (103.9997982 1.3866894)
4655143690,1.3868584,103.9998306,4655143690,,,,POINT (103.9998306 1.3868584)
4655145946,1.3862296,103.9998944,4655145946,,,,POINT (103.9998944 1.3862296)
4658025663,1.3331658,103.9541032,4658025663,,,,POINT (103.9541032 1.3331658)
4658025664,1.3378843,103.9498671,4658025664,,,,POINT (103.9498671 1.3378843)
4658078700,1.3528238,103.9415421,4658078700,,,,POINT (103.9415421 1.3528238)
4658078701,1.3533438,103.9413958,4658078701,,,,POINT (103.9413958 1.3533438)
4658085293,1.3557352,103.9391088,4658085293,,,,POINT (103.9391088 1.3557352)
4658085294,1.3558417,103.9390368,4658085294,,,,POINT (103.9390368 1.3558417)
4658113645,1.3557282,103.9368973,4658113645,,,,POINT (103.9368973 1.3557282)
4658610410,1.3516784,103.9419319,4658610410,,,,POINT (103.9419319 1.3516784)
4658610414,1.3516804,103.9432066,4658610414,traffic_signals,,,POINT (103.9432066 1.3516804)
4658610415,1.3516793,103.9425156,4658610415,,,,POINT (103.9425156 1.3516793)
4658610416,1.3516856,103.9415482,4658610416,traffic_signals,,,POINT (103.9415482 1.3516856)
4658610417,1.3516863,103.9413985,4658610417,traffic_signals,,,POINT (103.9413985 1.3516863)
4658633698,1.3557327,103.9380111,4658633698,traffic_signals,,,POINT (103.9380111 1.3557327)
4658633703,1.3558675,103.9380119,4658633703,traffic_signals,,,POINT (103.9380119 1.3558675)
4660426171,1.3518127,103.9300374,4660426171,traffic_signals,,,POINT (103.9300374 1.3518127)
4660426172,1.3517636,103.930133,4660426172,traffic_signals,,,POINT (103.930133 1.3517636)
4660439978,1.3558819,103.9322433,4660439978,,,,POINT (103.9322433 1.3558819)
4660439979,1.3560656,103.9323419,4660439979,,,,POINT (103.9323419 1.3560656)
4661134094,1.356018,103.9337958,4661134094,,,,POINT (103.9337958 1.356018)
4661134096,1.3585532,103.9306116,4661134096,,,,POINT (103.9306116 1.3585532)
4661147426,1.3613891,103.930973,4661147426,,,,POINT (103.930973 1.3613891)
4661586303,1.3651266,103.9308524,4661586303,,,,POINT (103.9308524 1.3651266)
4661609466,1.352513,103.9305415,4661609466,,,,POINT (103.9305415 1.352513)
4661718719,1.3559058,103.9342986,4661718719,,,,POINT (103.9342986 1.3559058)
4661799752,1.3603044,103.9318018,4661799752,,,,POINT (103.9318018 1.3603044)
4661880282,1.3665029,103.9309777,4661880282,,,,POINT (103.9309777 1.3665029)
4661880389,1.3656617,103.930989,4661880389,,,,POINT (103.930989 1.3656617)
4661984530,1.3510054,103.9295979,4661984530,,,,POINT (103.9295979 1.3510054)
4661984557,1.355702,103.932142,4661984557,,,,POINT (103.932142 1.355702)
4661984561,1.3566399,103.9325112,4661984561,,,,POINT (103.9325112 1.3566399)
4662056861,1.3564302,103.9325329,4662056861,,,,POINT (103.9325329 1.3564302)
4662056862,1.3564862,103.9325279,4662056862,,,,POINT (103.9325279 1.3564862)
4662056863,1.3565826,103.9325038,4662056863,,,,POINT (103.9325038 1.3565826)
4662056864,1.3566445,103.9324711,4662056864,,,,POINT (103.9324711 1.3566445)
4662056865,1.3566955,103.9323996,4662056865,,,,POINT (103.9323996 1.3566955)
4663324005,1.3612132,103.9445131,4663324005,,,,POINT (103.9445131 1.3612132)
4663363880,1.3603864,103.9414109,4663363880,,,,POINT (103.9414109 1.3603864)
4663363881,1.3603073,103.9382355,4663363881,,,,POINT (103.9382355 1.3603073)
4663363888,1.3603118,103.9380482,4663363888,traffic_signals,,,POINT (103.9380482 1.3603118)
4663365089,1.3603834,103.9370222,4663365089,,,,POINT (103.9370222 1.3603834)
4663372158,1.360288,103.9324837,4663372158,,,,POINT (103.9324837 1.360288)
4663372160,1.3602946,103.9326505,4663372160,,,,POINT (103.9326505 1.3602946)
4663445265,1.3603827,103.9386438,4663445265,,,,POINT (103.9386438 1.3603827)
4663472558,1.3600202,103.9420958,4663472558,,,,POINT (103.9420958 1.3600202)
4663472559,1.3601646,103.941991,4663472559,,,,POINT (103.941991 1.3601646)
4663472560,1.360231,103.9419086,4663472560,,,,POINT (103.9419086 1.360231)
4663472561,1.3603098,103.9417969,4663472561,,,,POINT (103.9417969 1.3603098)
4665005101,1.3693132,103.9543366,4665005101,,,,POINT (103.9543366 1.3693132)
4668467800,1.3483165,103.9298428,4668467800,,,,POINT (103.9298428 1.3483165)
4668467803,1.3473715,103.9316661,4668467803,,,,POINT (103.9316661 1.3473715)
4668467804,1.3460719,103.9347528,4668467804,,,,POINT (103.9347528 1.3460719)
4668467806,1.3459079,103.9348293,4668467806,,,,POINT (103.9348293 1.3459079)
4668467807,1.3456403,103.9358109,4668467807,,,,POINT (103.9358109 1.3456403)
4668467808,1.346007,103.9349255,4668467808,,,,POINT (103.9349255 1.346007)
4668479525,1.3448475,103.9384379,4668479525,traffic_signals,,,POINT (103.9384379 1.3448475)
4668494997,1.3496388,103.9499708,4668494997,,,,POINT (103.9499708 1.3496388)
4668494999,1.3495864,103.950238,4668494999,,,,POINT (103.950238 1.3495864)
4668551462,1.3552416,103.9553818,4668551462,,,,POINT (103.9553818 1.3552416)
4668670527,1.3567952,103.9463231,4668670527,traffic_signals,,,POINT (103.9463231 1.3567952)
4668691027,1.3566616,103.9463234,4668691027,traffic_signals,,,POINT (103.9463234 1.3566616)
4668691028,1.3552833,103.9463394,4668691028,,,,POINT (103.9463394 1.3552833)
4668691029,1.3540433,103.9463423,4668691029,,,,POINT (103.9463423 1.3540433)
4668691030,1.3536999,103.9463137,4668691030,,,,POINT (103.9463137 1.3536999)
4668691031,1.3534831,103.9462816,4668691031,,,,POINT (103.9462816 1.3534831)
4668691032,1.3531821,103.9461995,4668691032,,,,POINT (103.9461995 1.3531821)
4668691033,1.3530979,103.946162,4668691033,,,,POINT (103.946162 1.3530979)
4668691034,1.3528995,103.9460837,4668691034,,,,POINT (103.9460837 1.3528995)
4668691035,1.3527952,103.946022,4668691035,,,,POINT (103.946022 1.3527952)
4668691036,1.3523798,103.9456756,4668691036,,,,POINT (103.9456756 1.3523798)
4668691037,1.3522414,103.9455259,4668691037,,,,POINT (103.9455259 1.3522414)
4668691038,1.3520341,103.945252,4668691038,,,,POINT (103.945252 1.3520341)
4668691039,1.3518749,103.944976,4668691039,,,,POINT (103.944976 1.3518749)
4668691040,1.3517922,103.9447697,4668691040,,,,POINT (103.9447697 1.3517922)
4668691041,1.3517,103.9444157,4668691041,traffic_signals,,,POINT (103.9444157 1.3517)
4668691042,1.3516736,103.9438588,4668691042,,,,POINT (103.9438588 1.3516736)
4668691043,1.3516819,103.9433182,4668691043,traffic_signals,,,POINT (103.9433182 1.3516819)
4668696573,1.3557171,103.946242,4668696573,,,,POINT (103.946242 1.3557171)
4668696574,1.3548009,103.9462432,4668696574,,,,POINT (103.9462432 1.3548009)
4668696575,1.3544149,103.9463429,4668696575,traffic_signals,,,POINT (103.9463429 1.3544149)
4668696576,1.3543384,103.9463423,4668696576,traffic_signals,,,POINT (103.9463423 1.3543384)
4668696577,1.3548094,103.9463469,4668696577,,,,POINT (103.9463469 1.3548094)
4668715299,1.3523448,103.9456377,4668715299,traffic_signals,,,POINT (103.9456377 1.3523448)
4668715300,1.3517716,103.9438109,4668715300,,,,POINT (103.9438109 1.3517716)
4668715301,1.3517689,103.943013,4668715301,,,,POINT (103.943013 1.3517689)
4669675725,1.3443284,103.9384104,4669675725,,,,POINT (103.9384104 1.3443284)
4669675726,1.3446785,103.938436,4669675726,traffic_signals,,,POINT (103.938436 1.3446785)
4669675727,1.3438268,103.9382884,4669675727,,,,POINT (103.9382884 1.3438268)
4669675728,1.3434475,103.9381167,4669675728,,,,POINT (103.9381167 1.3434475)
4669675729,1.3396474,103.9358149,4669675729,,,,POINT (103.9358149 1.3396474)
4669675730,1.3407095,103.9366734,4669675730,,,,POINT (103.9366734 1.3407095)
4669675731,1.340299,103.9364001,4669675731,,,,POINT (103.9364001 1.340299)
4669675732,1.3399335,103.9360897,4669675732,,,,POINT (103.9360897 1.3399335)
4670075218,1.3523393,103.9545062,4670075218,traffic_signals,,,POINT (103.9545062 1.3523393)
4670075220,1.3561953,103.9564072,4670075220,,,,POINT (103.9564072 1.3561953)
4670094505,1.3568008,103.9455045,4670094505,,,,POINT (103.9455045 1.3568008)
4670187651,1.3392167,103.9354041,4670187651,,,,POINT (103.9354041 1.3392167)
4670187652,1.3387938,103.9350029,4670187652,,,,POINT (103.9350029 1.3387938)
4670187653,1.3386457,103.9348428,4670187653,,,,POINT (103.9348428 1.3386457)
4670187654,1.3385611,103.9347242,4670187654,,,,POINT (103.9347242 1.3385611)
4670187655,1.3384379,103.9345211,4670187655,traffic_signals,,,POINT (103.9345211 1.3384379)
4670187656,1.3388786,103.9350791,4670187656,,,,POINT (103.9350791 1.3388786)
4670187657,1.3383211,103.9343045,4670187657,,,,POINT (103.9343045 1.3383211)
4670187658,1.3381259,103.9338138,4670187658,,,,POINT (103.9338138 1.3381259)
4670187659,1.3379796,103.9333085,4670187659,,,,POINT (103.9333085 1.3379796)
4670187661,1.3379069,103.9329526,4670187661,traffic_signals,,,POINT (103.9329526 1.3379069)
4670446428,1.3385775,103.9345376,4670446428,traffic_signals,,,POINT (103.9345376 1.3385775)
4670446429,1.3384836,103.9346018,4670446429,traffic_signals,,,POINT (103.9346018 1.3384836)
4670463988,1.3380233,103.9330272,4670463988,traffic_signals,,,POINT (103.9330272 1.3380233)
4670464089,1.3379257,103.9330487,4670464089,traffic_signals,,,POINT (103.9330487 1.3379257)
4670464090,1.3373788,103.933161,4670464090,,,,POINT (103.933161 1.3373788)
4670464091,1.3367527,103.9332867,4670464091,,,,POINT (103.9332867 1.3367527)
4670464093,1.3351991,103.9336671,4670464093,,,,POINT (103.9336671 1.3351991)
4670464095,1.3337605,103.9339146,4670464095,,,,POINT (103.9339146 1.3337605)
4670464097,1.3324186,103.9341643,4670464097,,,,POINT (103.9341643 1.3324186)
4670464099,1.3315838,103.9343148,4670464099,traffic_signals,,,POINT (103.9343148 1.3315838)
4670464100,1.3314732,103.9343339,4670464100,traffic_signals,,,POINT (103.9343339 1.3314732)
4670464102,1.3300011,103.9346384,4670464102,,,,POINT (103.9346384 1.3300011)
4670464103,1.3288365,103.9348827,4670464103,,,,POINT (103.9348827 1.3288365)
4670464114,1.3278926,103.9350721,4670464114,traffic_signals,,,POINT (103.9350721 1.3278926)
4670464115,1.3292953,103.9347848,4670464115,,,,POINT (103.9347848 1.3292953)
4670464116,1.3304936,103.9345459,4670464116,,,,POINT (103.9345459 1.3304936)
4670464117,1.3317658,103.934273,4670464117,,,,POINT (103.934273 1.3317658)
4670464121,1.3346626,103.9337624,4670464121,,,,POINT (103.9337624 1.3346626)
4670464122,1.3350697,103.9336897,4670464122,traffic_signals,,,POINT (103.9336897 1.3350697)
4670464123,1.335453,103.933611,4670464123,traffic_signals,,,POINT (103.933611 1.335453)
4670464124,1.3361387,103.93344,4670464124,,,,POINT (103.93344 1.3361387)
4670464125,1.3352655,103.9335396,4670464125,,,,POINT (103.9335396 1.3352655)
4670464126,1.3352694,103.9336544,4670464126,,,,POINT (103.9336544 1.3352694)
4670464127,1.337708,103.9330954,4670464127,,,,POINT (103.9330954 1.337708)
4670464128,1.3376271,103.9330133,4670464128,,,,POINT (103.9330133 1.3376271)
4670464129,1.3370963,103.9331122,4670464129,,,,POINT (103.9331122 1.3370963)
4670479460,1.3554419,103.9430585,4670479460,,,,POINT (103.9430585 1.3554419)
4670484926,1.3551952,103.9426991,4670484926,,,,POINT (103.9426991 1.3551952)
4670484927,1.3552522,103.9427105,4670484927,,,,POINT (103.9427105 1.3552522)
4670484928,1.3553085,103.9427025,4670484928,,,,POINT (103.9427025 1.3553085)
4670484929,1.3553823,103.9426827,4670484929,,,,POINT (103.9426827 1.3553823)
4672329953,1.3719692,103.9501355,4672329953,,,,POINT (103.9501355 1.3719692)
4673548170,1.3590165,103.9421926,4673548170,traffic_signals,,,POINT (103.9421926 1.3590165)
4673548171,1.3589223,103.9421946,4673548171,traffic_signals,,,POINT (103.9421946 1.3589223)
4673548172,1.3597256,103.9421951,4673548172,,,,POINT (103.9421951 1.3597256)
4673548173,1.3596648,103.9421094,4673548173,,,,POINT (103.9421094 1.3596648)
4673701082,1.3573057,103.9581836,4673701082,,,,POINT (103.9581836 1.3573057)
4673706739,1.3590326,103.9599373,4673706739,,,,POINT (103.9599373 1.3590326)
4673706740,1.360109,103.9609406,4673706740,traffic_signals,,,POINT (103.9609406 1.360109)
4673706741,1.3603653,103.9613737,4673706741,traffic_signals,,,POINT (103.9613737 1.3603653)
4673706742,1.3603249,103.9611525,4673706742,traffic_signals,,,POINT (103.9611525 1.3603249)
4673706743,1.3600246,103.9610296,4673706743,,,,POINT (103.9610296 1.3600246)
4673706745,1.3602273,103.9612315,4673706745,traffic_signals,,,POINT (103.9612315 1.3602273)
4674028041,1.3581125,103.9591483,4674028041,,,,POINT (103.9591483 1.3581125)
4675129539,1.3121709,103.9342098,4675129539,,,,POINT (103.9342098 1.3121709)
4675474956,1.3141743,103.9344568,4675474956,,,,POINT (103.9344568 1.3141743)
4677275515,1.3346217,103.9515412,4677275515,,,,POINT (103.9515412 1.3346217)
4677526591,1.3314123,103.7960233,4677526591,,,,POINT (103.7960233 1.3314123)
4677526595,1.3312076,103.7965702,4677526595,,,,POINT (103.7965702 1.3312076)
4678701453,1.3309955,103.9584449,4678701453,,,,POINT (103.9584449 1.3309955)
4678800306,1.3416942,103.9673249,4678800306,,,,POINT (103.9673249 1.3416942)
4678800307,1.3418397,103.9677253,4678800307,,,,POINT (103.9677253 1.3418397)
4678800311,1.3414909,103.966917,4678800311,,,,POINT (103.966917 1.3414909)
4678800312,1.3415287,103.9669904,4678800312,,,,POINT (103.9669904 1.3415287)
4678800313,1.3416627,103.9669253,4678800313,,,,POINT (103.9669253 1.3416627)
4678800314,1.3418932,103.9673792,4678800314,,,,POINT (103.9673792 1.3418932)
4678845805,1.3331704,103.9621754,4678845805,,,,POINT (103.9621754 1.3331704)
4682153594,1.3074477,103.9184718,4682153594,crossing,,,POINT (103.9184718 1.3074477)
4682153596,1.3075428,103.9184373,4682153596,crossing,,,POINT (103.9184373 1.3075428)
4682726555,1.3034799,103.9059937,4682726555,,,,POINT (103.9059937 1.3034799)
4682815210,1.3027091,103.8361289,4682815210,,,,POINT (103.8361289 1.3027091)
4682815217,1.3027628,103.8360271,4682815217,crossing,,,POINT (103.8360271 1.3027628)
4682815264,1.3019969,103.8373747,4682815264,crossing,,,POINT (103.8373747 1.3019969)
4682815435,1.3012973,103.8388956,4682815435,crossing,,,POINT (103.8388956 1.3012973)
4682910059,1.3007482,103.8405995,4682910059,crossing,,,POINT (103.8405995 1.3007482)
4682910104,1.2998446,103.8435446,4682910104,traffic_signals,,,POINT (103.8435446 1.2998446)
4682910123,1.29939,103.8448857,4682910123,,,,POINT (103.8448857 1.29939)
4682910139,1.2991179,103.8457333,4682910139,crossing,,,POINT (103.8457333 1.2991179)
4682910165,1.2986907,103.8473514,4682910165,crossing,,,POINT (103.8473514 1.2986907)
4683060372,1.3010774,103.8395454,4683060372,,,,POINT (103.8395454 1.3010774)
4683060375,1.3009661,103.8398974,4683060375,,,,POINT (103.8398974 1.3009661)
4683061598,1.3000755,103.8428421,4683061598,,,,POINT (103.8428421 1.3000755)
4683061680,1.2986426,103.8486166,4683061680,crossing,,,POINT (103.8486166 1.2986426)
4683061682,1.298687,103.8487962,4683061682,,,,POINT (103.8487962 1.298687)
4683867920,1.3045103,103.9073701,4683867920,,,,POINT (103.9073701 1.3045103)
4683867921,1.3053812,103.909032,4683867921,,,,POINT (103.909032 1.3053812)
4683876609,1.3059497,103.9114362,4683876609,,,,POINT (103.9114362 1.3059497)
4683876610,1.3061448,103.9122487,4683876610,,,,POINT (103.9122487 1.3061448)
4683876611,1.306486,103.9140961,4683876611,,,,POINT (103.9140961 1.306486)
4683876612,1.3088588,103.9253619,4683876612,,,,POINT (103.9253619 1.3088588)
4684001235,1.3093954,103.9277673,4684001235,,,,POINT (103.9277673 1.3093954)
4684001236,1.3098647,103.9298192,4684001236,,,,POINT (103.9298192 1.3098647)
4684001237,1.3104846,103.9317931,4684001237,,,,POINT (103.9317931 1.3104846)
4684001238,1.3110803,103.933221,4684001238,,,,POINT (103.933221 1.3110803)
4684001239,1.311294,103.9336976,4684001239,,,,POINT (103.9336976 1.311294)
4684215612,1.3260153,103.9269367,4684215612,,,,POINT (103.9269367 1.3260153)
4684414737,1.317095,103.9479729,4684414737,,,,POINT (103.9479729 1.317095)
4684458926,1.3297266,103.9346194,4684458926,,,,POINT (103.9346194 1.3297266)
4684502273,1.2727859,103.8436117,4684502273,crossing,,,POINT (103.8436117 1.2727859)
4684502276,1.2725128,103.8436233,4684502276,crossing,,,POINT (103.8436233 1.2725128)
4684665986,1.3000675,103.8496704,4684665986,,,,POINT (103.8496704 1.3000675)
4684666719,1.301175,103.849971,4684666719,,,,POINT (103.849971 1.301175)
4684666720,1.298646,103.8487629,4684666720,,,,POINT (103.8487629 1.298646)
4684666733,1.300587,103.849826,4684666733,,,,POINT (103.849826 1.300587)
4684666738,1.3014054,103.8500128,4684666738,crossing,,,POINT (103.8500128 1.3014054)
4685303751,1.299678,103.8495441,4685303751,,,,POINT (103.8495441 1.299678)
4685308996,1.3045406,103.8505357,4685308996,,,,POINT (103.8505357 1.3045406)
4685465114,1.3317498,103.934181,4685465114,,,,POINT (103.934181 1.3317498)
4685465119,1.3336159,103.933838,4685465119,,,,POINT (103.933838 1.3336159)
4685465120,1.3337674,103.9338097,4685465120,,,,POINT (103.9338097 1.3337674)
4685465121,1.3340848,103.9337485,4685465121,,,,POINT (103.9337485 1.3340848)
4685557362,1.3365804,103.9182379,4685557362,,,,POINT (103.9182379 1.3365804)
4685938720,1.3305703,103.9305165,4685938720,traffic_signals,,,POINT (103.9305165 1.3305703)
4685938726,1.327375,103.931166,4685938726,traffic_signals,,,POINT (103.931166 1.327375)
4686000963,1.3296563,103.9264501,4686000963,traffic_signals,,,POINT (103.9264501 1.3296563)
4686999421,1.289431,103.8495389,4686999421,,,,POINT (103.8495389 1.289431)
4686999424,1.288733,103.849129,4686999424,,,,POINT (103.849129 1.288733)
4687271782,1.3266244,103.8804811,4687271782,,,,POINT (103.8804811 1.3266244)
4687318948,1.3228688,103.8814418,4687318948,,,,POINT (103.8814418 1.3228688)
