,y,x,osmid,ref,highway,geometry
4598898420,1.3933249,103.9036578,4598898420,,,POINT (103.9036578 1.3933249)
4598898428,1.4006683,103.9035036,4598898428,,,POINT (103.9035036 1.4006683)
4598903874,1.3883968,103.9035778,4598903874,,,POINT (103.9035778 1.3883968)
4598903880,1.3865656,103.9037019,4598903880,,,POINT (103.9037019 1.3865656)
4598904390,1.3910448,103.9019713,4598904390,,,POINT (103.9019713 1.3910448)
4598904397,1.3934093,103.9032113,4598904397,,,POINT (103.9032113 1.3934093)
4602225781,1.3923214,103.9158623,4602225781,,,POINT (103.9158623 1.3923214)
4602346458,1.4034895,103.9167516,4602346458,,,POINT (103.9167516 1.4034895)
4602346459,1.4034503,103.9168002,4602346459,,,POINT (103.9168002 1.4034503)
4602346460,1.4033994,103.9167992,4602346460,,,POINT (103.9167992 1.4033994)
4602346464,1.3950155,103.910988,4602346464,,,POINT (103.910988 1.3950155)
4602346486,1.3963991,103.9173711,4602346486,,,POINT (103.9173711 1.3963991)
4602349298,1.3990391,103.9170903,4602349298,,,POINT (103.9170903 1.3990391)
4602349300,1.399929,103.9084169,4602349300,,,POINT (103.9084169 1.399929)
4602349323,1.401286,103.9139872,4602349323,,,POINT (103.9139872 1.401286)
4602349348,1.3999769,103.9141983,4602349348,,,POINT (103.9141983 1.3999769)
4602349352,1.3997548,103.9141684,4602349352,,,POINT (103.9141684 1.3997548)
4602349356,1.3963364,103.9155465,4602349356,,,POINT (103.9155465 1.3963364)
4602349596,1.3992994,103.9114242,4602349596,,,POINT (103.9114242 1.3992994)
4602349598,1.4026825,103.9102508,4602349598,,,POINT (103.9102508 1.4026825)
4602349600,1.4025697,103.910291,4602349600,,,POINT (103.910291 1.4025697)
4602349607,1.4003442,103.9099745,4602349607,,,POINT (103.9099745 1.4003442)
4602349612,1.3963621,103.9116396,4602349612,,,POINT (103.9116396 1.3963621)
4602349614,1.3962145,103.9096382,4602349614,,,POINT (103.9096382 1.3962145)
4602349629,1.3924483,103.9159173,4602349629,,,POINT (103.9159173 1.3924483)
4602349630,1.3916691,103.9153604,4602349630,,,POINT (103.9153604 1.3916691)
4602349631,1.3916906,103.9154794,4602349631,,,POINT (103.9154794 1.3916906)
4602349632,1.391727,103.9155259,4602349632,,,POINT (103.9155259 1.391727)
4602349633,1.391689,103.9153013,4602349633,,,POINT (103.9153013 1.391689)
4604613559,1.4064167,103.913003,4604613559,,,POINT (103.913003 1.4064167)
4604613560,1.4064596,103.9129427,4604613560,,,POINT (103.9129427 1.4064596)
4604732758,1.4123058,103.9006863,4604732758,,,POINT (103.9006863 1.4123058)
4604732759,1.4080929,103.8984601,4604732759,,,POINT (103.8984601 1.4080929)
4604732760,1.4152653,103.9040376,4604732760,,,POINT (103.9040376 1.4152653)
4604732761,1.4152816,103.9040598,4604732761,,,POINT (103.9040598 1.4152816)
4604732762,1.4187351,103.903976,4604732762,,,POINT (103.903976 1.4187351)
4604732763,1.4172539,103.9038571,4604732763,,,POINT (103.9038571 1.4172539)
4604732765,1.4134541,103.8997591,4604732765,,,POINT (103.8997591 1.4134541)
4604732766,1.4134667,103.8995497,4604732766,,,POINT (103.8995497 1.4134667)
4604732767,1.4143132,103.9012273,4604732767,,,POINT (103.9012273 1.4143132)
4604732771,1.4221519,103.8885638,4604732771,,,POINT (103.8885638 1.4221519)
4604732777,1.4198879,103.8919929,4604732777,,,POINT (103.8919929 1.4198879)
4604732778,1.419942,103.892131,4604732778,,,POINT (103.892131 1.419942)
4604732780,1.4152843,103.893062,4604732780,,,POINT (103.893062 1.4152843)
4604732781,1.4165333,103.8936157,4604732781,,,POINT (103.8936157 1.4165333)
4604732782,1.4164122,103.8936433,4604732782,,,POINT (103.8936433 1.4164122)
4604732783,1.4163242,103.8936493,4604732783,,,POINT (103.8936493 1.4163242)
4604732784,1.4162281,103.893639,4604732784,,,POINT (103.893639 1.4162281)
4604732785,1.4161076,103.8936311,4604732785,,,POINT (103.8936311 1.4161076)
4604732786,1.4156851,103.8934208,4604732786,,,POINT (103.8934208 1.4156851)
4604732788,1.4165739,103.8940481,4604732788,,,POINT (103.8940481 1.4165739)
4604778167,1.4129217,103.9008184,4604778167,,traffic_signals,POINT (103.9008184 1.4129217)
4604778171,1.4144266,103.9012643,4604778171,,,POINT (103.9012643 1.4144266)
4604778172,1.4148064,103.9013852,4604778172,,,POINT (103.9013852 1.4148064)
4604820865,1.4165532,103.8992599,4604820865,,,POINT (103.8992599 1.4165532)
4604820866,1.411188,103.8979708,4604820866,,,POINT (103.8979708 1.411188)
4604820867,1.4112583,103.8980748,4604820867,,,POINT (103.8980748 1.4112583)
4604820868,1.4112945,103.8981405,4604820868,,,POINT (103.8981405 1.4112945)
4604820869,1.4113012,103.8982223,4604820869,,,POINT (103.8982223 1.4113012)
4604820870,1.411288,103.8983677,4604820870,,,POINT (103.8983677 1.411288)
4604820871,1.4114133,103.8983863,4604820871,,,POINT (103.8983863 1.4114133)
4604820872,1.4114835,103.8983296,4604820872,,,POINT (103.8983296 1.4114835)
4604820873,1.4115492,103.8982988,4604820873,,,POINT (103.8982988 1.4115492)
4604820874,1.4116216,103.89828,4604820874,,,POINT (103.89828 1.4116216)
4604820875,1.4117735,103.8982843,4604820875,,,POINT (103.8982843 1.4117735)
4604820883,1.40914,103.9020042,4604820883,,,POINT (103.9020042 1.40914)
4604820884,1.4094591,103.9020981,4604820884,,,POINT (103.9020981 1.4094591)
4604820887,1.4106777,103.9000878,4604820887,,,POINT (103.9000878 1.4106777)
4604820888,1.410777,103.9000529,4604820888,,,POINT (103.9000529 1.410777)
4604821889,1.4108949,103.9000395,4604821889,,,POINT (103.9000395 1.4108949)
4604821890,1.4110639,103.9000583,4604821890,,,POINT (103.9000583 1.4110639)
4604821891,1.4103577,103.8996931,4604821891,,,POINT (103.8996931 1.4103577)
4604821892,1.4104203,103.8997954,4604821892,,,POINT (103.8997954 1.4104203)
4604821893,1.4104552,103.8998746,4604821893,,,POINT (103.8998746 1.4104552)
4604821894,1.4104659,103.8999711,4604821894,,,POINT (103.8999711 1.4104659)
4604821896,1.4111178,103.8998682,4604821896,,,POINT (103.8998682 1.4111178)
4604821897,1.4110402,103.8997718,4604821897,,,POINT (103.8997718 1.4110402)
4604821898,1.4109745,103.899686,4604821898,,,POINT (103.899686 1.4109745)
4604821899,1.4109625,103.8995894,4604821899,,,POINT (103.8995894 1.4109625)
4604821900,1.4109642,103.8993976,4604821900,,,POINT (103.8993976 1.4109642)
4604821901,1.4108386,103.8993986,4604821901,,,POINT (103.8993986 1.4108386)
4604821902,1.4107989,103.8994298,4604821902,,,POINT (103.8994298 1.4107989)
4604821903,1.4107506,103.8994647,4604821903,,,POINT (103.8994647 1.4107506)
4604821904,1.4106923,103.8994821,4604821904,,,POINT (103.8994821 1.4106923)
4604821905,1.4106152,103.8994955,4604821905,,,POINT (103.8994955 1.4106152)
4604821906,1.4105455,103.8994935,4604821906,,,POINT (103.8994935 1.4105455)
4604821907,1.4104325,103.8994801,4604821907,,,POINT (103.8994801 1.4104325)
4604821910,1.4194917,103.9084833,4604821910,,,POINT (103.9084833 1.4194917)
4604821911,1.4192875,103.9084024,4604821911,,,POINT (103.9084024 1.4192875)
4691133032,1.3907631,103.913577,4691133032,,,POINT (103.913577 1.3907631)
4691133033,1.3870533,103.9086732,4691133033,,,POINT (103.9086732 1.3870533)
4691133034,1.3871852,103.9086118,4691133034,,,POINT (103.9086118 1.3871852)
4691133035,1.3874214,103.9090542,4691133035,,,POINT (103.9090542 1.3874214)
4696005415,1.3916432,103.9140451,4696005415,,,POINT (103.9140451 1.3916432)
4696207705,1.3932389,103.9153166,4696207705,,,POINT (103.9153166 1.3932389)
4697829884,1.4164095,103.9088008,4697829884,,,POINT (103.9088008 1.4164095)
4697829885,1.4175542,103.9050634,4697829885,,,POINT (103.9050634 1.4175542)
4697829887,1.4165749,103.9070845,4697829887,,,POINT (103.9070845 1.4165749)
4697829888,1.4166143,103.9069687,4697829888,,,POINT (103.9069687 1.4166143)
4697831189,1.4166734,103.9068269,4697831189,,,POINT (103.9068269 1.4166734)
4697831191,1.4170103,103.9061568,4697831191,,,POINT (103.9061568 1.4170103)
4697831192,1.4172889,103.9055624,4697831192,,,POINT (103.9055624 1.4172889)
4697831193,1.4173754,103.9052376,4697831193,,,POINT (103.9052376 1.4173754)
4697831194,1.4174037,103.9050878,4697831194,,,POINT (103.9050878 1.4174037)
4697831195,1.4174133,103.9048856,4697831195,,,POINT (103.9048856 1.4174133)
4697831196,1.4173999,103.9047509,4697831196,,,POINT (103.9047509 1.4173999)
4697831197,1.417382,103.9046095,4697831197,,,POINT (103.9046095 1.417382)
4697831198,1.4172897,103.9042735,4697831198,,,POINT (103.9042735 1.4172897)
4697831199,1.4171205,103.9039082,4697831199,,,POINT (103.9039082 1.4171205)
4697831200,1.416834,103.9034227,4697831200,,,POINT (103.9034227 1.416834)
4697831201,1.4163052,103.9026501,4697831201,,,POINT (103.9026501 1.4163052)
4697831202,1.4160425,103.9023648,4697831202,,,POINT (103.9023648 1.4160425)
4697831203,1.4153454,103.9017888,4697831203,,,POINT (103.9017888 1.4153454)
4697831204,1.4150189,103.9015991,4697831204,,,POINT (103.9015991 1.4150189)
4697831205,1.4127912,103.9009213,4697831205,,traffic_signals,POINT (103.9009213 1.4127912)
4697831206,1.4165548,103.9071899,4697831206,,,POINT (103.9071899 1.4165548)
4697831207,1.4135369,103.9011571,4697831207,,,POINT (103.9011571 1.4135369)
4697831208,1.4113755,103.9002198,4697831208,,,POINT (103.9002198 1.4113755)
4697831209,1.4096392,103.9016329,4697831209,,,POINT (103.9016329 1.4096392)
4697834862,1.4064757,103.9070105,4697834862,,,POINT (103.9070105 1.4064757)
4697836394,1.4091577,103.9059131,4697836394,,,POINT (103.9059131 1.4091577)
4697836395,1.4080785,103.9058118,4697836395,,,POINT (103.9058118 1.4080785)
4697836396,1.4073474,103.905643,4697836396,,,POINT (103.905643 1.4073474)
4697926041,1.4040353,103.9104575,4697926041,,,POINT (103.9104575 1.4040353)
4697926042,1.4015707,103.9138931,4697926042,,,POINT (103.9138931 1.4015707)
4697926043,1.3999328,103.9199127,4697926043,,,POINT (103.9199127 1.3999328)
4697926045,1.3986124,103.9191588,4697926045,,,POINT (103.9191588 1.3986124)
4697926046,1.3958172,103.9171832,4697926046,,,POINT (103.9171832 1.3958172)
4697941866,1.3976194,103.9135175,4697941866,,,POINT (103.9135175 1.3976194)
4697941867,1.3993851,103.9110447,4697941867,,,POINT (103.9110447 1.3993851)
4697941868,1.3996086,103.9109904,4697941868,,,POINT (103.9109904 1.3996086)
4697941869,1.3999723,103.9102403,4697941869,,,POINT (103.9102403 1.3999723)
4697941870,1.4002906,103.9098166,4697941870,,,POINT (103.9098166 1.4002906)
4697941871,1.4003442,103.9097912,4697941871,,,POINT (103.9097912 1.4003442)
4697941872,1.4004047,103.9097993,4697941872,,,POINT (103.9097993 1.4004047)
4697941873,1.4004414,103.9098412,4697941873,,,POINT (103.9098412 1.4004414)
4697941876,1.4018223,103.9076905,4697941876,,,POINT (103.9076905 1.4018223)
4697941877,1.4014434,103.9082113,4697941877,,,POINT (103.9082113 1.4014434)
4697941878,1.40193,103.9077716,4697941878,,,POINT (103.9077716 1.40193)
4697941879,1.4013343,103.9085667,4697941879,,,POINT (103.9085667 1.4013343)
4697941880,1.4021003,103.9072901,4697941880,,,POINT (103.9072901 1.4021003)
4697941881,1.4023043,103.9069848,4697941881,,,POINT (103.9069848 1.4023043)
4697957120,1.4007703,103.9055098,4697957120,,,POINT (103.9055098 1.4007703)
4697957121,1.4012267,103.9056944,4697957121,,,POINT (103.9056944 1.4012267)
4697957122,1.4012946,103.9055736,4697957122,,,POINT (103.9055736 1.4012946)
4697957123,1.4009847,103.9054493,4697957123,,,POINT (103.9054493 1.4009847)
4697957124,1.4005801,103.9054296,4697957124,,,POINT (103.9054296 1.4005801)
4697957125,1.3995079,103.9059382,4697957125,,,POINT (103.9059382 1.3995079)
4697957126,1.3991216,103.9063653,4697957126,,,POINT (103.9063653 1.3991216)
4697957127,1.3996407,103.905743,4697957127,,,POINT (103.905743 1.3996407)
4697957128,1.3993839,103.9061025,4697957128,,,POINT (103.9061025 1.3993839)
4697957129,1.3988277,103.9067438,4697957129,,,POINT (103.9067438 1.3988277)
4697957130,1.3986613,103.9069347,4697957130,,,POINT (103.9069347 1.3986613)
4697957131,1.3985677,103.9070557,4697957131,,,POINT (103.9070557 1.3985677)
4697957132,1.3985573,103.9071593,4697957132,,,POINT (103.9071593 1.3985573)
4697957133,1.3985623,103.9072842,4697957133,,,POINT (103.9072842 1.3985623)
4697957134,1.3985792,103.9074042,4697957134,,,POINT (103.9074042 1.3985792)
4697957135,1.3985585,103.907212,4697957135,,,POINT (103.907212 1.3985585)
4697965974,1.3970902,103.9088727,4697965974,,,POINT (103.9088727 1.3970902)
4697965975,1.3969215,103.9090782,4697965975,,,POINT (103.9090782 1.3969215)
4697965976,1.3961952,103.9099627,4697965976,,,POINT (103.9099627 1.3961952)
4697965977,1.3935852,103.9131276,4697965977,,,POINT (103.9131276 1.3935852)
4697965978,1.3940733,103.9125156,4697965978,,,POINT (103.9125156 1.3940733)
4697965979,1.3932211,103.9135578,4697965979,,,POINT (103.9135578 1.3932211)
4698044170,1.4095681,103.9024362,4698044170,,,POINT (103.9024362 1.4095681)
4698044171,1.4052785,103.9073233,4698044171,,,POINT (103.9073233 1.4052785)
4698064604,1.3988657,103.9135339,4698064604,,,POINT (103.9135339 1.3988657)
4698064605,1.3985733,103.9133305,4698064605,,,POINT (103.9133305 1.3985733)
4698074722,1.4015463,103.9095551,4698074722,,,POINT (103.9095551 1.4015463)
4698074723,1.4013995,103.9094513,4698074723,,,POINT (103.9094513 1.4013995)
4698074724,1.3980674,103.9070194,4698074724,,,POINT (103.9070194 1.3980674)
4698074726,1.3983666,103.9069614,4698074726,,,POINT (103.9069614 1.3983666)
4698074728,1.3984727,103.9068999,4698074728,,,POINT (103.9068999 1.3984727)
4698074729,1.3980253,103.9073965,4698074729,,,POINT (103.9073965 1.3980253)
4698074731,1.3980533,103.9072791,4698074731,,,POINT (103.9072791 1.3980533)
4698074732,1.3980296,103.9071584,4698074732,,,POINT (103.9071584 1.3980296)
4698074733,1.3979492,103.9070516,4698074733,,,POINT (103.9070516 1.3979492)
4698074734,1.398564,103.907458,4698074734,,,POINT (103.907458 1.398564)
4698074735,1.3984423,103.9074357,4698074735,,,POINT (103.9074357 1.3984423)
4698074736,1.3983562,103.9074413,4698074736,,,POINT (103.9074413 1.3983562)
4698074737,1.3982718,103.9074711,4698074737,,,POINT (103.9074711 1.3982718)
4698074738,1.3981835,103.9075169,4698074738,,,POINT (103.9075169 1.3981835)
4698082936,1.4105337,103.904323,4698082936,,,POINT (103.904323 1.4105337)
4698082943,1.405927,103.9079637,4698082943,,,POINT (103.9079637 1.405927)
4698082944,1.4065086,103.9081366,4698082944,,,POINT (103.9081366 1.4065086)
4698082945,1.4042849,103.9115042,4698082945,,,POINT (103.9115042 1.4042849)
4698082951,1.4014235,103.9153488,4698082951,,,POINT (103.9153488 1.4014235)
4698082955,1.3948768,103.9162581,4698082955,,,POINT (103.9162581 1.3948768)
4698110445,1.4002305,103.9085064,4698110445,,,POINT (103.9085064 1.4002305)
4698110450,1.3989754,103.9077539,4698110450,,,POINT (103.9077539 1.3989754)
4698110451,1.3960021,103.9115285,4698110451,,,POINT (103.9115285 1.3960021)
4699838981,1.4059007,103.8973378,4699838981,,,POINT (103.8973378 1.4059007)
4699838982,1.4062061,103.8972878,4699838982,,,POINT (103.8972878 1.4062061)
4699838983,1.4062683,103.8972294,4699838983,,,POINT (103.8972294 1.4062683)
4699838984,1.4063616,103.8970842,4699838984,,,POINT (103.8970842 1.4063616)
4699838985,1.4063405,103.9003157,4699838985,,,POINT (103.9003157 1.4063405)
4699838986,1.405362,103.9022599,4699838986,,,POINT (103.9022599 1.405362)
4699838987,1.4052122,103.9025283,4699838987,,,POINT (103.9025283 1.4052122)
4699838988,1.4052387,103.9021994,4699838988,,,POINT (103.9021994 1.4052387)
4699839289,1.4050974,103.9024692,4699839289,,,POINT (103.9024692 1.4050974)
4699839290,1.4052852,103.9024,4699839290,,traffic_signals,POINT (103.9024 1.4052852)
4699839291,1.4048879,103.9031052,4699839291,,,POINT (103.9031052 1.4048879)
4699839294,1.4036879,103.9052092,4699839294,,,POINT (103.9052092 1.4036879)
4699839295,1.4038705,103.9049444,4699839295,,,POINT (103.9049444 1.4038705)
4699839296,1.4037063,103.9048547,4699839296,,,POINT (103.9048547 1.4037063)
4699839297,1.4035652,103.9050811,4699839297,,,POINT (103.9050811 1.4035652)
4699843569,1.4034604,103.9055394,4699843569,,,POINT (103.9055394 1.4034604)
4699873961,1.4039218,103.9066694,4699873961,,,POINT (103.9066694 1.4039218)
4699873962,1.4043534,103.9068618,4699873962,,,POINT (103.9068618 1.4043534)
4699873963,1.4038508,103.9067807,4699873963,,,POINT (103.9067807 1.4038508)
4699873964,1.4042545,103.9069612,4699873964,,,POINT (103.9069612 1.4042545)
4699894300,1.4063479,103.8985436,4699894300,,,POINT (103.8985436 1.4063479)
4699894301,1.4056457,103.9014749,4699894301,,,POINT (103.9014749 1.4056457)
4699894302,1.4052628,103.9021594,4699894302,,,POINT (103.9021594 1.4052628)
4699894303,1.4051685,103.9023408,4699894303,,traffic_signals,POINT (103.9023408 1.4051685)
4699894304,1.4037261,103.9033585,4699894304,,,POINT (103.9033585 1.4037261)
4699900593,1.4053293,103.9082807,4699900593,,,POINT (103.9082807 1.4053293)
4699936568,1.4068787,103.9012409,4699936568,,,POINT (103.9012409 1.4068787)
4699936569,1.4066969,103.9011616,4699936569,,,POINT (103.9011616 1.4066969)
4699936576,1.4049448,103.9041876,4699936576,,,POINT (103.9041876 1.4049448)
4701778442,1.3876768,103.8916384,4701778442,,,POINT (103.8916384 1.3876768)
4701778443,1.3880164,103.8917557,4701778443,,,POINT (103.8917557 1.3880164)
4701778444,1.3876901,103.8918146,4701778444,,,POINT (103.8918146 1.3876901)
4701778445,1.3879683,103.891913,4701778445,,,POINT (103.891913 1.3879683)
4701778448,1.388716,103.8919933,4701778448,,,POINT (103.8919933 1.388716)
4701778449,1.3904545,103.8925836,4701778449,,,POINT (103.8925836 1.3904545)
4701778450,1.3924505,103.8932933,4701778450,,,POINT (103.8932933 1.3924505)
4701778451,1.3924223,103.8934112,4701778451,,,POINT (103.8934112 1.3924223)
4701778452,1.392105,103.8933036,4701778452,,,POINT (103.8933036 1.392105)
4701796490,1.3953887,103.8944431,4701796490,,,POINT (103.8944431 1.3953887)
4701796491,1.3950491,103.894165,4701796491,,,POINT (103.894165 1.3950491)
4701796492,1.3983632,103.8953272,4701796492,,,POINT (103.8953272 1.3983632)
4701801600,1.4021693,103.8965169,4701801600,,,POINT (103.8965169 1.4021693)
4701901611,1.3892387,103.8930024,4701901611,,,POINT (103.8930024 1.3892387)
4701901612,1.3903257,103.8927088,4701901612,,,POINT (103.8927088 1.3903257)
4701920928,1.3940855,103.8939848,4701920928,,,POINT (103.8939848 1.3940855)
4701920929,1.3958625,103.8949202,4701920929,,,POINT (103.8949202 1.3958625)
4701920930,1.3958343,103.8948367,4701920930,,,POINT (103.8948367 1.3958343)
4701920931,1.3958015,103.8947386,4701920931,,,POINT (103.8947386 1.3958015)
4701920932,1.3957437,103.8946544,4701920932,,,POINT (103.8946544 1.3957437)
4701920933,1.3956435,103.8945262,4701920933,,,POINT (103.8945262 1.3956435)
4701920934,1.3968307,103.8949661,4701920934,,,POINT (103.8949661 1.3968307)
4702038543,1.3962836,103.8940552,4702038543,,,POINT (103.8940552 1.3962836)
4702038544,1.4005959,103.8946697,4702038544,,,POINT (103.8946697 1.4005959)
4702038545,1.4030466,103.8966423,4702038545,,,POINT (103.8966423 1.4030466)
4702038546,1.4031434,103.8966163,4702038546,,,POINT (103.8966163 1.4031434)
4702038547,1.4032447,103.8965336,4702038547,,,POINT (103.8965336 1.4032447)
4702038548,1.403343,103.8964105,4702038548,,,POINT (103.8964105 1.403343)
4702038549,1.4034183,103.8964235,4702038549,,,POINT (103.8964235 1.4034183)
4702038550,1.4034766,103.8965789,4702038550,,,POINT (103.8965789 1.4034766)
4702038551,1.4035272,103.8966643,4702038551,,,POINT (103.8966643 1.4035272)
4702038552,1.4036165,103.8967475,4702038552,,,POINT (103.8967475 1.4036165)
4713507380,1.3945399,103.9160223,4713507380,,,POINT (103.9160223 1.3945399)
4713507381,1.3944331,103.9161678,4713507381,,,POINT (103.9161678 1.3944331)
4713513135,1.385765,103.9060121,4713513135,,,POINT (103.9060121 1.385765)
4713513499,1.3856514,103.906061,4713513499,,,POINT (103.906061 1.3856514)
4715317285,1.3861107,103.9019193,4715317285,,,POINT (103.9019193 1.3861107)
4715317286,1.3865052,103.9008554,4715317286,,,POINT (103.9008554 1.3865052)
4715317287,1.3865549,103.9007157,4715317287,,,POINT (103.9007157 1.3865549)
4715317288,1.3866439,103.9004217,4715317288,,,POINT (103.9004217 1.3866439)
4715318989,1.3878569,103.8969648,4715318989,,,POINT (103.8969648 1.3878569)
4715318990,1.3878321,103.8968039,4715318990,,,POINT (103.8968039 1.3878321)
4715318991,1.3877923,103.8967286,4715318991,,,POINT (103.8967286 1.3877923)
4715318992,1.3877234,103.8966104,4715318992,,,POINT (103.8966104 1.3877234)
4715318993,1.3877495,103.8972627,4715318993,,,POINT (103.8972627 1.3877495)
4715342422,1.3885034,103.8950674,4715342422,,,POINT (103.8950674 1.3885034)
4724478332,1.3967599,103.8924041,4724478332,,,POINT (103.8924041 1.3967599)
4724478333,1.3951777,103.8983786,4724478333,,,POINT (103.8983786 1.3951777)
4724478334,1.3944239,103.900848,4724478334,,,POINT (103.900848 1.3944239)
4724480746,1.3923941,103.9050955,4724480746,,,POINT (103.9050955 1.3923941)
4724494208,1.3858359,103.9033372,4724494208,,,POINT (103.9033372 1.3858359)
4724544243,1.3867482,103.8936189,4724544243,,,POINT (103.8936189 1.3867482)
4724544244,1.386765,103.8936841,4724544244,,,POINT (103.8936841 1.386765)
4724544245,1.3867891,103.8937333,4724544245,,,POINT (103.8937333 1.3867891)
4724544246,1.3868155,103.8937634,4724544246,,,POINT (103.8937634 1.3868155)
4724544247,1.3868604,103.8938041,4724544247,,,POINT (103.8938041 1.3868604)
4724595987,1.3864504,103.9036126,4724595987,,,POINT (103.9036126 1.3864504)
4724595988,1.3875386,103.9045108,4724595988,,,POINT (103.9045108 1.3875386)
4724598089,1.3874228,103.9045309,4724598089,,,POINT (103.9045309 1.3874228)
4724598090,1.3875114,103.904787,4724598090,,,POINT (103.904787 1.3875114)
4724598091,1.3875075,103.9046114,4724598091,,,POINT (103.9046114 1.3875075)
4724598092,1.3872908,103.9044947,4724598092,,,POINT (103.9044947 1.3872908)
4724604963,1.3881149,103.905447,4724604963,,,POINT (103.905447 1.3881149)
4724604964,1.3897098,103.9045541,4724604964,,,POINT (103.9045541 1.3897098)
4724609183,1.3908845,103.9023859,4724609183,,,POINT (103.9023859 1.3908845)
4727921363,1.3888168,103.9019996,4727921363,,,POINT (103.9019996 1.3888168)
4727921364,1.3887842,103.9020524,4727921364,,,POINT (103.9020524 1.3887842)
4727921365,1.388765,103.9021185,4727921365,,,POINT (103.9021185 1.388765)
4727921366,1.3885879,103.9019309,4727921366,,,POINT (103.9019309 1.3885879)
4727921367,1.3886242,103.9019613,4727921367,,,POINT (103.9019613 1.3886242)
4727921368,1.3886529,103.9019878,4727921368,,,POINT (103.9019878 1.3886529)
4727921369,1.3886826,103.902027,4727921369,,,POINT (103.902027 1.3886826)
4727921370,1.3887104,103.9020889,4727921370,,,POINT (103.9020889 1.3887104)
4727921371,1.3887265,103.9021607,4727921371,,,POINT (103.9021607 1.3887265)
4727943323,1.3912297,103.909613,4727943323,,,POINT (103.909613 1.3912297)
4727943324,1.3915956,103.9092962,4727943324,,,POINT (103.9092962 1.3915956)
4727943325,1.3941117,103.9069809,4727943325,,,POINT (103.9069809 1.3941117)
4727949760,1.3916248,103.9014278,4727949760,,,POINT (103.9014278 1.3916248)
4727949761,1.389001,103.901924,4727949761,,,POINT (103.901924 1.389001)
4730094580,1.3905986,103.9046514,4730094580,,,POINT (103.9046514 1.3905986)
4734763795,1.3940911,103.8911353,4734763795,,,POINT (103.8911353 1.3940911)
4757183798,1.3917119,103.8967456,4757183798,,,POINT (103.8967456 1.3917119)
4853608215,1.4042313,103.8912973,4853608215,,traffic_signals,POINT (103.8912973 1.4042313)
4853608216,1.4026408,103.8911379,4853608216,,traffic_signals,POINT (103.8911379 1.4026408)
4853608217,1.4040974,103.89148,4853608217,,,POINT (103.89148 1.4040974)
4853608219,1.4039593,103.8912703,4853608219,,,POINT (103.8912703 1.4039593)
4884878978,1.4093596,103.9059703,4884878978,,,POINT (103.9059703 1.4093596)
4884878984,1.4093356,103.9059793,4884878984,,,POINT (103.9059793 1.4093356)
4914448730,1.4056308,103.8974449,4914448730,,,POINT (103.8974449 1.4056308)
4946185052,1.4151156,103.8998931,4946185052,,,POINT (103.8998931 1.4151156)
4946665700,1.4196505,103.9073865,4946665700,,,POINT (103.9073865 1.4196505)
4946665702,1.4171607,103.9061918,4946665702,,,POINT (103.9061918 1.4171607)
4946677951,1.3970065,103.9201303,4946677951,,,POINT (103.9201303 1.3970065)
4946677952,1.3967867,103.9203812,4946677952,,,POINT (103.9203812 1.3967867)
4946677953,1.3967214,103.9203938,4946677953,,,POINT (103.9203938 1.3967214)
4946677954,1.3966571,103.920358,4946677954,,,POINT (103.920358 1.3966571)
4946677955,1.3966257,103.920319,4946677955,,,POINT (103.920319 1.3966257)
4946677956,1.3966172,103.920248,4946677956,,,POINT (103.920248 1.3966172)
4946677957,1.3966579,103.9201812,4946677957,,,POINT (103.9201812 1.3966579)
4946677958,1.3967031,103.920155,4946677958,,,POINT (103.920155 1.3967031)
4946677959,1.3968107,103.9201399,4946677959,,,POINT (103.9201399 1.3968107)
4946677960,1.3969519,103.9200792,4946677960,,,POINT (103.9200792 1.3969519)
5015083873,1.3990229,103.8921742,5015083873,,,POINT (103.8921742 1.3990229)
5015083876,1.39939,103.8921897,5015083876,,,POINT (103.8921897 1.39939)
5015083877,1.3994842,103.8922936,5015083877,,,POINT (103.8922936 1.3994842)
5015083878,1.3995531,103.892307,5015083878,,,POINT (103.892307 1.3995531)
5015083879,1.3996167,103.8922773,5015083879,,,POINT (103.8922773 1.3996167)
5015083880,1.3996398,103.8922159,5015083880,,,POINT (103.8922159 1.3996398)
5015083881,1.3996337,103.8921606,5015083881,,,POINT (103.8921606 1.3996337)
5015083882,1.3996019,103.892116,5015083882,,,POINT (103.892116 1.3996019)
5015083883,1.399544,103.8920984,5015083883,,,POINT (103.8920984 1.399544)
5015083884,1.3994762,103.8921179,5015083884,,,POINT (103.8921179 1.3994762)
5015083886,1.3991501,103.8921636,5015083886,,,POINT (103.8921636 1.3991501)
5015083887,1.3990285,103.8921457,5015083887,,,POINT (103.8921457 1.3990285)
5015083889,1.398136,103.8934702,5015083889,,,POINT (103.8934702 1.398136)
5015083894,1.3987877,103.8931583,5015083894,,,POINT (103.8931583 1.3987877)
5015083895,1.398502,103.893417,5015083895,,,POINT (103.893417 1.398502)
5015083896,1.3982477,103.8934744,5015083896,,,POINT (103.8934744 1.3982477)
5015083898,1.405059,103.8949705,5015083898,,,POINT (103.8949705 1.405059)
5015083903,1.4026915,103.8911448,5015083903,,traffic_signals,POINT (103.8911448 1.4026915)
5045713394,1.3856043,103.8934854,5045713394,,,POINT (103.8934854 1.3856043)
5094913487,1.404011,103.891321,5094913487,,,POINT (103.891321 1.404011)
5094913492,1.402883,103.8911516,5094913492,,,POINT (103.8911516 1.402883)
